"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 15 02:03:23 GMT 2024","Mon Jan 15 02:03:23 GMT 2024","249","EPAM site","Chrome - Web UI","com.epam.tests.HeaderLocationTest","com.epam.tests.HeaderLocationTest","verifyLocationDefaultText","[Location] Verify default text on Location button","Test cases: 571"
"broken","Mon Jan 15 02:02:16 GMT 2024","Mon Jan 15 02:02:46 GMT 2024","30004","EPAM site","Chrome - Web UI","com.epam.tests.ContactUsTest","com.epam.tests.ContactUsTest","verifyContactPageDisplayed","[Contact Us] Verify Contact Us page displayed","Test cases: 643"
"failed","Mon Jan 15 02:04:35 GMT 2024","Mon Jan 15 02:04:37 GMT 2024","2762","EPAM site","Chrome - Web UI","com.epam.tests.HeaderLocationTest","com.epam.tests.HeaderLocationTest","verifySwitchLocation","[Location] Verify the corresponding navigation link","Test cases: 575, 579"
"passed","Mon Jan 15 02:03:33 GMT 2024","Mon Jan 15 02:03:37 GMT 2024","3816","EPAM site","Chrome - Web UI","com.epam.tests.HeaderLocationTest","com.epam.tests.HeaderLocationTest","verifyLocationDisplayedOnAnyPages","[Location] Verify the display of Location button","Test cases: 577"
"passed","Mon Jan 15 02:04:22 GMT 2024","Mon Jan 15 02:04:24 GMT 2024","2126","EPAM site","Chrome - Web UI","com.epam.tests.HeaderLocationTest","com.epam.tests.HeaderLocationTest","verifySwitchLocation","[Location] Verify the corresponding navigation link","Test cases: 575, 579"
"skipped","Mon Jan 15 02:06:22 GMT 2024","Mon Jan 15 02:06:22 GMT 2024","1","EPAM site","Chrome - Web UI","com.epam.tests.SearchTest","com.epam.tests.SearchTest","verifySearchWithLocation","[Careers][Search] Verify that the user is able to search the jobs matching their selected location","Test cases: 669"
"skipped","Mon Jan 15 02:03:51 GMT 2024","Mon Jan 15 02:03:51 GMT 2024","0","EPAM site","Chrome - Web UI","com.epam.tests.SearchTest","com.epam.tests.SearchTest","verifySearchSessionDisplayed","[Careers][Search] Verify that the Search section displays as the design","Test cases: 664"
"skipped","Mon Jan 15 02:04:52 GMT 2024","Mon Jan 15 02:04:52 GMT 2024","1","EPAM site","Chrome - Web UI","com.epam.tests.SearchTest","com.epam.tests.SearchTest","verifySearchWithFilterSearching","[Careers][Search] Verify that user is able to add the filter in searching","Test cases: 672"
"passed","Mon Jan 15 02:02:07 GMT 2024","Mon Jan 15 02:02:09 GMT 2024","1265","EPAM site","Chrome - Web UI","com.epam.tests.SearchTest","com.epam.tests.SearchTest","verifyNoResultMessage","[Careers][Search] Verify the message if there is no search result","Test cases: 673"
"passed","Mon Jan 15 02:02:14 GMT 2024","Mon Jan 15 02:02:16 GMT 2024","2066","EPAM site","Chrome - Web UI","com.epam.tests.SearchTest","com.epam.tests.SearchTest","verifySearchJobOfAllCountryAndSkill","[Careers][Search] Verify that user is able to search the jobs of all countries and skills","Test cases: 666"
"skipped","Mon Jan 15 02:02:50 GMT 2024","Mon Jan 15 02:02:50 GMT 2024","0","EPAM site","Chrome - Web UI","com.epam.tests.SearchTest","com.epam.tests.SearchTest","verifySearchMatchingWithSkill","[Careers][Search] Verify that the user is able to search the jobs matching the selected skills","Test cases: 670, 677"
"passed","Mon Jan 15 02:02:03 GMT 2024","Mon Jan 15 02:02:04 GMT 2024","774","EPAM site","Chrome - Web UI","com.epam.tests.HeaderMainNavigationTest","com.epam.tests.HeaderMainNavigationTest","verifyColorChangeOfMainNavigation","[Main Navigation] Verify color changing when hovering over menu item","Test cases: 585"
"broken","Mon Jan 15 02:03:38 GMT 2024","Mon Jan 15 02:04:08 GMT 2024","30001","EPAM site","Chrome - Web UI","com.epam.tests.HeaderLocationTest","com.epam.tests.HeaderLocationTest","verifyLocationDisplayedOnAnyPages","[Location] Verify the display of Location button","Test cases: 577"
"passed","Mon Jan 15 02:04:10 GMT 2024","Mon Jan 15 02:04:12 GMT 2024","1637","EPAM site","Chrome - Web UI","com.epam.tests.HeaderLocationTest","com.epam.tests.HeaderLocationTest","verifySwitchLocation","[Location] Verify the corresponding navigation link","Test cases: 575, 579"
"skipped","Mon Jan 15 02:03:21 GMT 2024","Mon Jan 15 02:03:21 GMT 2024","1","EPAM site","Chrome - Web UI","com.epam.tests.SearchTest","com.epam.tests.SearchTest","verifySearchResultWithoutInput","[Careers][Search] Verify that the searching displays the result automatically without clicking on Find button","Test cases: 674"
"passed","Mon Jan 15 02:04:17 GMT 2024","Mon Jan 15 02:04:20 GMT 2024","3217","EPAM site","Chrome - Web UI","com.epam.tests.HeaderLocationTest","com.epam.tests.HeaderLocationTest","verifySwitchLocation","[Location] Verify the corresponding navigation link","Test cases: 575, 579"
"passed","Mon Jan 15 02:02:47 GMT 2024","Mon Jan 15 02:02:47 GMT 2024","107","EPAM site","Chrome - Web UI","com.epam.tests.ContactUsTest","com.epam.tests.ContactUsTest","verifyContactUsDisplayed","[Header] Verify Contract Us link","Test cases: 592, 5954, 595"
"failed","Mon Jan 15 02:04:42 GMT 2024","Mon Jan 15 02:04:44 GMT 2024","1641","EPAM site","Chrome - Web UI","com.epam.tests.HeaderLocationTest","com.epam.tests.HeaderLocationTest","verifySwitchLocation","[Location] Verify the corresponding navigation link","Test cases: 575, 579"
"broken","Mon Jan 15 02:06:22 GMT 2024","Mon Jan 15 02:06:22 GMT 2024","0","EPAM site","Chrome - Web UI","com.epam.tests.SearchTest","com.epam.tests.SearchTest","beforeMethod","beforeMethod",""
"failed","Mon Jan 15 02:04:45 GMT 2024","Mon Jan 15 02:04:47 GMT 2024","2260","EPAM site","Chrome - Web UI","com.epam.tests.HeaderLocationTest","com.epam.tests.HeaderLocationTest","verifySwitchLocation","[Location] Verify the corresponding navigation link","Test cases: 575, 579"
"broken","Mon Jan 15 02:02:47 GMT 2024","Mon Jan 15 02:03:17 GMT 2024","30001","EPAM site","Chrome - Web UI","com.epam.tests.ContactUsTest","com.epam.tests.ContactUsTest","verifyContentOfContactUs","[Contact Us] Verify Contact Us page content","Test cases: 639, 642"
"passed","Mon Jan 15 02:03:27 GMT 2024","Mon Jan 15 02:03:28 GMT 2024","1214","EPAM site","Chrome - Web UI","com.epam.tests.HeaderLocationTest","com.epam.tests.HeaderLocationTest","verifyLocationDisplayedOnAnyPages","[Location] Verify the display of Location button","Test cases: 577"
"skipped","Mon Jan 15 02:04:21 GMT 2024","Mon Jan 15 02:04:21 GMT 2024","0","EPAM site","Chrome - Web UI","com.epam.tests.SearchTest","com.epam.tests.SearchTest","verifySearchWithCombination","[Careers][Search] Verify that user is able to search the jobs with combinations of some fields in search section","Test cases: 671"
"passed","Mon Jan 15 02:03:21 GMT 2024","Mon Jan 15 02:03:22 GMT 2024","737","EPAM site","Chrome - Web UI","com.epam.tests.HeaderLocationTest","com.epam.tests.HeaderLocationTest","verifyAllLocationAreDisplayed","[Location] Verify all required location are listed out","Test cases: 573"
"failed","Mon Jan 15 02:04:49 GMT 2024","Mon Jan 15 02:04:53 GMT 2024","4422","EPAM site","Chrome - Web UI","com.epam.tests.HeaderLocationTest","com.epam.tests.HeaderLocationTest","verifySwitchLocation","[Location] Verify the corresponding navigation link","Test cases: 575, 579"
"passed","Mon Jan 15 02:04:26 GMT 2024","Mon Jan 15 02:04:29 GMT 2024","3403","EPAM site","Chrome - Web UI","com.epam.tests.HeaderLocationTest","com.epam.tests.HeaderLocationTest","verifySwitchLocation","[Location] Verify the corresponding navigation link","Test cases: 575, 579"
"passed","Mon Jan 15 02:02:07 GMT 2024","Mon Jan 15 02:02:10 GMT 2024","2973","EPAM site","Chrome - Web UI","com.epam.tests.HeaderMainNavigationTest","com.epam.tests.HeaderMainNavigationTest","verifyMainNavigationAlwaysAvailable","[Main Navigation] Verify Main Navigation menu items","Test cases: 580, 586"
"failed","Mon Jan 15 02:04:39 GMT 2024","Mon Jan 15 02:04:41 GMT 2024","1890","EPAM site","Chrome - Web UI","com.epam.tests.HeaderLocationTest","com.epam.tests.HeaderLocationTest","verifySwitchLocation","[Location] Verify the corresponding navigation link","Test cases: 575, 579"
