"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Oct 03 01:54:03 GMT 2023","Tue Oct 03 01:54:33 GMT 2023","30011","EPAM site","Chrome - Web UI","com.epam.tests.ContactUsTest","com.epam.tests.ContactUsTest","verifyContentOfContactUs","[Contact Us] Verify Contact Us page content","Test cases: 639, 642"
"broken","Tue Oct 03 01:56:01 GMT 2023","Tue Oct 03 01:56:31 GMT 2023","30001","EPAM site","Chrome - Web UI","com.epam.tests.HeaderLocationTest","com.epam.tests.HeaderLocationTest","verifySwitchLocation","[Location] Verify the corresponding navigation link","Test cases: 575, 579"
"passed","Tue Oct 03 01:54:52 GMT 2023","Tue Oct 03 01:54:55 GMT 2023","3400","EPAM site","Chrome - Web UI","com.epam.tests.HeaderLocationTest","com.epam.tests.HeaderLocationTest","verifySwitchLocation","[Location] Verify the corresponding navigation link","Test cases: 575, 579"
"broken","Tue Oct 03 01:56:32 GMT 2023","Tue Oct 03 01:57:02 GMT 2023","30003","EPAM site","Chrome - Web UI","com.epam.tests.HeaderLocationTest","com.epam.tests.HeaderLocationTest","verifySwitchLocation","[Location] Verify the corresponding navigation link","Test cases: 575, 579"
"broken","Tue Oct 03 01:57:59 GMT 2023","Tue Oct 03 01:57:59 GMT 2023","0","EPAM site","Chrome - Web UI","com.epam.tests.SearchTest","com.epam.tests.SearchTest","beforeMethod","beforeMethod",""
"passed","Tue Oct 03 01:53:46 GMT 2023","Tue Oct 03 01:53:50 GMT 2023","3415","EPAM site","Chrome - Web UI","com.epam.tests.HeaderLocationTest","com.epam.tests.HeaderLocationTest","verifyLocationDisplayedOnAnyPages","[Location] Verify the display of Location button","Test cases: 577"
"failed","Tue Oct 03 01:57:33 GMT 2023","Tue Oct 03 01:57:38 GMT 2023","5004","EPAM site","Chrome - Web UI","com.epam.tests.HeaderMainNavigationTest","com.epam.tests.HeaderMainNavigationTest","verifyColorChangeOfMainNavigation","[Main Navigation] Verify color changing when hovering over menu item","Test cases: 585"
"broken","Tue Oct 03 01:53:30 GMT 2023","Tue Oct 03 01:54:00 GMT 2023","30118","EPAM site","Chrome - Web UI","com.epam.tests.ContactUsTest","com.epam.tests.ContactUsTest","verifyContactPageDisplayed","[Contact Us] Verify Contact Us page displayed","Test cases: 643"
"broken","Tue Oct 03 01:57:38 GMT 2023","Tue Oct 03 01:58:08 GMT 2023","30003","EPAM site","Chrome - Web UI","com.epam.tests.HeaderMainNavigationTest","com.epam.tests.HeaderMainNavigationTest","verifyLabelDisplayed","[Main Navigation] Verify showing label of menu item when hovering over","Test cases: 584"
"passed","Tue Oct 03 01:54:44 GMT 2023","Tue Oct 03 01:54:46 GMT 2023","2492","EPAM site","Chrome - Web UI","com.epam.tests.SearchTest","com.epam.tests.SearchTest","verifyNoResultMessage","[Careers][Search] Verify the message if there is no search result","Test cases: 673"
"passed","Tue Oct 03 01:54:46 GMT 2023","Tue Oct 03 01:54:49 GMT 2023","2877","EPAM site","Chrome - Web UI","com.epam.tests.HeaderLocationTest","com.epam.tests.HeaderLocationTest","verifySwitchLocation","[Location] Verify the corresponding navigation link","Test cases: 575, 579"
"skipped","Tue Oct 03 01:56:29 GMT 2023","Tue Oct 03 01:56:29 GMT 2023","0","EPAM site","Chrome - Web UI","com.epam.tests.SearchTest","com.epam.tests.SearchTest","verifySearchWithFilterSearching","[Careers][Search] Verify that user is able to add the filter in searching","Test cases: 672"
"passed","Tue Oct 03 01:55:05 GMT 2023","Tue Oct 03 01:55:09 GMT 2023","3901","EPAM site","Chrome - Web UI","com.epam.tests.HeaderLocationTest","com.epam.tests.HeaderLocationTest","verifySwitchLocation","[Location] Verify the corresponding navigation link","Test cases: 575, 579"
"passed","Tue Oct 03 01:55:13 GMT 2023","Tue Oct 03 01:55:18 GMT 2023","4149","EPAM site","Chrome - Web UI","com.epam.tests.SearchTest","com.epam.tests.SearchTest","verifySearchMatchingWithSkill","[Careers][Search] Verify that the user is able to search the jobs matching the selected skills","Test cases: 670, 677"
"skipped","Tue Oct 03 01:55:58 GMT 2023","Tue Oct 03 01:55:58 GMT 2023","0","EPAM site","Chrome - Web UI","com.epam.tests.SearchTest","com.epam.tests.SearchTest","verifySearchSessionDisplayed","[Careers][Search] Verify that the Search section displays as the design","Test cases: 664"
"skipped","Tue Oct 03 01:56:59 GMT 2023","Tue Oct 03 01:56:59 GMT 2023","0","EPAM site","Chrome - Web UI","com.epam.tests.SearchTest","com.epam.tests.SearchTest","verifySearchWithFilterSearching","[Careers][Search] Verify that user is able to add the filter in searching","Test cases: 672"
"skipped","Tue Oct 03 01:55:59 GMT 2023","Tue Oct 03 01:55:59 GMT 2023","0","EPAM site","Chrome - Web UI","com.epam.tests.SearchTest","com.epam.tests.SearchTest","verifySearchWithCombination","[Careers][Search] Verify that user is able to search the jobs with combinations of some fields in search section","Test cases: 671"
"broken","Tue Oct 03 01:57:02 GMT 2023","Tue Oct 03 01:57:32 GMT 2023","30001","EPAM site","Chrome - Web UI","com.epam.tests.HeaderLocationTest","com.epam.tests.HeaderLocationTest","verifySwitchLocation","[Location] Verify the corresponding navigation link","Test cases: 575, 579"
"broken","Tue Oct 03 01:58:08 GMT 2023","Tue Oct 03 01:58:38 GMT 2023","30001","EPAM site","Chrome - Web UI","com.epam.tests.HeaderMainNavigationTest","com.epam.tests.HeaderMainNavigationTest","verifyMainNavigationAlwaysAvailable","[Main Navigation] Verify Main Navigation menu items","Test cases: 580, 586"
"passed","Tue Oct 03 01:55:12 GMT 2023","Tue Oct 03 01:55:15 GMT 2023","3374","EPAM site","Chrome - Web UI","com.epam.tests.HeaderLocationTest","com.epam.tests.HeaderLocationTest","verifySwitchLocation","[Location] Verify the corresponding navigation link","Test cases: 575, 579"
"failed","Tue Oct 03 01:55:18 GMT 2023","Tue Oct 03 01:55:22 GMT 2023","3970","EPAM site","Chrome - Web UI","com.epam.tests.HeaderLocationTest","com.epam.tests.HeaderLocationTest","verifySwitchLocation","[Location] Verify the corresponding navigation link","Test cases: 575, 579"
"passed","Tue Oct 03 01:54:02 GMT 2023","Tue Oct 03 01:54:11 GMT 2023","8888","EPAM site","Chrome - Web UI","com.epam.tests.HeaderLocationTest","com.epam.tests.HeaderLocationTest","verifyLocationDisplayedOnAnyPages","[Location] Verify the display of Location button","Test cases: 577"
"passed","Tue Oct 03 01:54:01 GMT 2023","Tue Oct 03 01:54:01 GMT 2023","328","EPAM site","Chrome - Web UI","com.epam.tests.ContactUsTest","com.epam.tests.ContactUsTest","verifyContactUsDisplayed","[Header] Verify Contract Us link","Test cases: 592, 5954, 595"
"broken","Tue Oct 03 01:54:13 GMT 2023","Tue Oct 03 01:54:43 GMT 2023","30008","EPAM site","Chrome - Web UI","com.epam.tests.HeaderLocationTest","com.epam.tests.HeaderLocationTest","verifyLocationDisplayedOnAnyPages","[Location] Verify the display of Location button","Test cases: 577"
"skipped","Tue Oct 03 01:57:59 GMT 2023","Tue Oct 03 01:57:59 GMT 2023","0","EPAM site","Chrome - Web UI","com.epam.tests.SearchTest","com.epam.tests.SearchTest","verifySearchWithLocation","[Careers][Search] Verify that the user is able to search the jobs matching their selected location","Test cases: 669"
"passed","Tue Oct 03 01:54:53 GMT 2023","Tue Oct 03 01:54:57 GMT 2023","3405","EPAM site","Chrome - Web UI","com.epam.tests.SearchTest","com.epam.tests.SearchTest","verifySearchJobOfAllCountryAndSkill","[Careers][Search] Verify that user is able to search the jobs of all countries and skills","Test cases: 666"
"passed","Tue Oct 03 01:53:53 GMT 2023","Tue Oct 03 01:53:58 GMT 2023","4891","EPAM site","Chrome - Web UI","com.epam.tests.HeaderLocationTest","com.epam.tests.HeaderLocationTest","verifyLocationDisplayedOnAnyPages","[Location] Verify the display of Location button","Test cases: 577"
"skipped","Tue Oct 03 01:57:29 GMT 2023","Tue Oct 03 01:57:29 GMT 2023","1","EPAM site","Chrome - Web UI","com.epam.tests.SearchTest","com.epam.tests.SearchTest","verifySearchWithFilterSearching","[Careers][Search] Verify that user is able to add the filter in searching","Test cases: 672"
"broken","Tue Oct 03 01:55:31 GMT 2023","Tue Oct 03 01:56:01 GMT 2023","30006","EPAM site","Chrome - Web UI","com.epam.tests.HeaderLocationTest","com.epam.tests.HeaderLocationTest","verifySwitchLocation","[Location] Verify the corresponding navigation link","Test cases: 575, 579"
